Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Tempo;Id;Nivel;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Vel. Virtual in Use (Estado, WIP)
14;3,52043;CWIP;Estacionario;0,02450296;0,01854965;0;0;0;0;0;0;0;0;( 0.774f, -0.659f );( 0.783f, 1.514f, -0.690f );0,45;0,45;0;0;0;0,002464611;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002234097;0;0;0,002234097;1,569594;0,8;0;0,05;0,035;0,45;4;20170201T122603;4;03_Sc_CWIP_Passthrough;0,01854965;True;0
15;3,747531;CWIP;Estacionario;0;0,009880875;0;0;0;0;0;0;0;0;( 0.774f, -0.659f );( 0.783f, 1.514f, -0.689f );0,45;0,45;0;0;0;0,001312829;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001416557;0;0;0,001416557;1,570061;0,8;0;0,05;0,035;0,45;4;20170201T122604;4;03_Sc_CWIP_Passthrough;0,009880875;True;0
16;3,984391;CWIP;Estacionario;0;0,005263265;0;0;0;0;0;0;0;0;( 0.774f, -0.659f );( 0.783f, 1.514f, -0.689f );0,45;0,449;0,0009999871;0;0,0009999871;0,0008964764;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,569944;0,8;0;0,05;0,035;0,45;4;20170201T122604;4;03_Sc_CWIP_Passthrough;0,005263265;True;0
17;4,224663;CWIP;Estacionario;0,01700673;0,006156842;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.689f );0,45;0,449;0,0009999871;0;0,0009999871;0,0006746972;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,571364;0,8;0;0,05;0,035;0,45;4;20170201T122604;4;03_Sc_CWIP_Passthrough;0,006156842;True;0
18;4,47857;CWIP;Estacionario;0;0,003279577;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0005565616;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001000047;0;0;0,001000047;1,57141;0,8;0;0,05;0,035;0,45;4;20170201T122604;4;03_Sc_CWIP_Passthrough;0,003279577;True;0
19;4,747164;CWIP;Estacionario;0;0,001746939;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,000493634;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57141;0,8;0;0,05;0,035;0,45;4;20170201T122605;4;03_Sc_CWIP_Passthrough;0,001746939;True;0
20;5,007459;CWIP;Estacionario;0;0,0009305453;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004601143;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122605;4;03_Sc_CWIP_Passthrough;0,0009305453;True;0
21;5,237821;CWIP;Estacionario;0;0,0004956754;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004422593;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122605;4;03_Sc_CWIP_Passthrough;0,0004956754;True;0
22;5,47107;CWIP;Estacionario;0;0,0002640324;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004327484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122605;4;03_Sc_CWIP_Passthrough;0,0002640324;True;0
23;5,721833;CWIP;Estacionario;0;0,0001406426;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004276822;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122606;4;03_Sc_CWIP_Passthrough;0,0001406426;True;0
24;5,995746;CWIP;Estacionario;0;7,491639E-05;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004249836;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122606;4;03_Sc_CWIP_Passthrough;7,491639E-05;True;0
25;6,216992;CWIP;Estacionario;0;3,990586E-05;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004235462;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122606;4;03_Sc_CWIP_Passthrough;3,990586E-05;True;0
26;6,417763;CWIP;Estacionario;0;2,125673E-05;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004227805;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122606;4;03_Sc_CWIP_Passthrough;2,125673E-05;True;0
27;6,64498;CWIP;Estacionario;0;1,132287E-05;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004223726;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122606;4;03_Sc_CWIP_Passthrough;1,132287E-05;True;0
28;6,852726;CWIP;Estacionario;0;6,031373E-06;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004221553;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122607;4;03_Sc_CWIP_Passthrough;6,031373E-06;True;0
29;7,055671;CWIP;Estacionario;0;3,212743E-06;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004220396;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122607;4;03_Sc_CWIP_Passthrough;3,212743E-06;True;0
30;7,256704;CWIP;Estacionario;0;1,711338E-06;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,000421978;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122607;4;03_Sc_CWIP_Passthrough;1,711338E-06;True;0
31;7,482206;CWIP;Estacionario;0;9,115818E-07;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219451;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122607;4;03_Sc_CWIP_Passthrough;9,115818E-07;True;0
32;7,702168;CWIP;Estacionario;0;4,855741E-07;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219276;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122608;4;03_Sc_CWIP_Passthrough;4,855741E-07;True;0
33;7,908433;CWIP;Estacionario;0;2,586517E-07;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219183;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122608;4;03_Sc_CWIP_Passthrough;2,586517E-07;True;0
34;8,110169;CWIP;Estacionario;0;1,377765E-07;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219133;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122608;4;03_Sc_CWIP_Passthrough;1,377765E-07;True;0
35;8,310578;CWIP;Estacionario;0;7,338968E-08;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219107;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122608;4;03_Sc_CWIP_Passthrough;7,338968E-08;True;0
36;8,513954;CWIP;Estacionario;0;3,909262E-08;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219093;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122608;4;03_Sc_CWIP_Passthrough;3,909262E-08;True;0
37;8,729481;CWIP;Estacionario;0;2,082354E-08;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219085;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122609;4;03_Sc_CWIP_Passthrough;2,082354E-08;True;0
38;8,930961;CWIP;Estacionario;0;1,109212E-08;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219081;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122609;4;03_Sc_CWIP_Passthrough;1,109212E-08;True;0
39;9,159169;CWIP;Estacionario;0;5,90846E-09;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219079;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122609;4;03_Sc_CWIP_Passthrough;5,90846E-09;True;0
40;9,371778;CWIP;Estacionario;0;3,147271E-09;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219078;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122609;4;03_Sc_CWIP_Passthrough;3,147271E-09;True;0
41;9,550394;CWIP;Estacionario;0;1,676463E-09;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219078;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122609;4;03_Sc_CWIP_Passthrough;1,676463E-09;True;0
42;9,747989;CWIP;Estacionario;0;8,930048E-10;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122610;4;03_Sc_CWIP_Passthrough;8,930048E-10;True;0
43;9,935031;CWIP;Estacionario;0;4,756787E-10;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122610;4;03_Sc_CWIP_Passthrough;4,756787E-10;True;0
44;10,146554;CWIP;Estacionario;0;2,533807E-10;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122610;4;03_Sc_CWIP_Passthrough;2,533807E-10;True;0
45;10,337165;CWIP;Estacionario;0;1,349688E-10;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122610;4;03_Sc_CWIP_Passthrough;1,349688E-10;True;0
46;10,52827;CWIP;Estacionario;0;7,189408E-11;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122610;4;03_Sc_CWIP_Passthrough;7,189408E-11;True;0
47;10,723682;CWIP;Estacionario;0;3,829596E-11;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122611;4;03_Sc_CWIP_Passthrough;3,829596E-11;True;0
48;10,941014;CWIP;Estacionario;0;2,039918E-11;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122611;4;03_Sc_CWIP_Passthrough;2,039918E-11;True;0
49;11,190749;CWIP;Estacionario;0;1,086607E-11;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122611;4;03_Sc_CWIP_Passthrough;1,086607E-11;True;0
50;11,42844;CWIP;Estacionario;0;5,788053E-12;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122611;4;03_Sc_CWIP_Passthrough;5,788053E-12;True;0
51;11,693041;CWIP;Estacionario;0;3,083133E-12;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122612;4;03_Sc_CWIP_Passthrough;3,083133E-12;True;0
52;11,92882;CWIP;Estacionario;0;1,642299E-12;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122612;4;03_Sc_CWIP_Passthrough;1,642299E-12;True;0
53;12,163688;CWIP;Estacionario;0;8,748064E-13;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122612;4;03_Sc_CWIP_Passthrough;8,748064E-13;True;0
54;12,409068;CWIP;Estacionario;0;4,659848E-13;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122612;4;03_Sc_CWIP_Passthrough;4,659848E-13;True;0
55;12,650511;CWIP;Estacionario;0;2,482171E-13;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122613;4;03_Sc_CWIP_Passthrough;2,482171E-13;True;0
56;12,867814;CWIP;Estacionario;0;1,322183E-13;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122613;4;03_Sc_CWIP_Passthrough;1,322183E-13;True;0
57;13,112693;CWIP;Estacionario;0;7,042896E-14;0;0;0;0;0;0;0;0;( 0.774f, -0.660f );( 0.784f, 1.514f, -0.690f );0,45;0,449;0,0009999871;0;0,0009999871;0,0004219077;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,57088;0,8;0;0,05;0,035;0,45;4;20170201T122613;4;03_Sc_CWIP_Passthrough;7,042896E-14;True;0
