Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Tempo;Id;Nivel;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Vel. Virtual in Use (Estado, WIP)
506;38,650708;CWIP;Estacionario;0;1,612091E-27;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;1,612091E-27;False;0
507;38,735303;CWIP;Estacionario;0;8,587158E-28;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;8,587158E-28;False;0
508;38,805016;CWIP;Estacionario;0;4,574138E-28;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;4,574138E-28;False;0
509;38,87238;CWIP;Estacionario;0;2,436515E-28;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;2,436515E-28;False;0
510;38,92197;CWIP;Estacionario;0;1,297863E-28;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;1,297863E-28;False;0
511;39,006102;CWIP;Estacionario;0;6,913354E-29;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;6,913354E-29;False;0
512;39,159947;CWIP;Estacionario;0;3,68255E-29;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;3,68255E-29;False;0
513;39,206854;CWIP;Estacionario;0;1,961591E-29;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;1,961591E-29;False;0
514;39,324798;CWIP;Estacionario;0;1,044884E-29;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;1,044884E-29;False;0
516;39,458219;CWIP;Estacionario;0;2,964749E-30;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;2,964749E-30;False;0
517;39,521758;CWIP;Estacionario;0;1,579239E-30;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;1,579239E-30;False;0
518;39,605534;CWIP;Estacionario;0;8,412162E-31;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124907;7;03_Sc_CWIP_Passthrough;8,412162E-31;False;0
519;39,678152;CWIP;Estacionario;0;4,480922E-31;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;4,480922E-31;False;0
520;39,743136;CWIP;Estacionario;0;2,386862E-31;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;2,386862E-31;False;0
521;39,82628;CWIP;Estacionario;0;1,271414E-31;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;1,271414E-31;False;0
522;39,91058;CWIP;Estacionario;0;6,772467E-32;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;6,772467E-32;False;0
523;39,940601;CWIP;Estacionario;0;3,607503E-32;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;3,607503E-32;False;0
524;40,024272;CWIP;Estacionario;0;1,921616E-32;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;1,921616E-32;False;0
525;40,097314;CWIP;Estacionario;0;1,023591E-32;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;1,023591E-32;False;0
527;40,212876;CWIP;Estacionario;0;2,904331E-33;0;0;0;0;0;0;0;0;( 0.265f, -0.123f );( 0.239f, 1.428f, -0.173f );0,4;0,406;0;0,005999982;0,005999982;0,002531471;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,601148;0,8;0;0,05;0,035;0,45;4;20170201T124908;7;03_Sc_CWIP_Passthrough;2,904331E-33;False;0
528;41,78707;CWIP;WIP;2,860292;0,4116092;0,45;0,45;0,1215703;0,45;0,1215703;0,45;0;0;( 0.236f, -0.196f );( 0.329f, 1.436f, -0.255f );0,462;0,577;0;0,115;0,115;0,02402321;ON_THE_FLOOR;RAISED_UP;RESTING_DOWN;ELEVATING;0;0;0;0;0;1,720965;0;1,608951;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,563969;False;0,45
529;41,874828;CWIP;WIP;0,3151985;0,2053787;0,5375;0,6250001;0,257575;0,5375;0,2339363;0,5375;0,05983289;0,111317;( 0.240f, -0.206f );( 0.332f, 1.434f, -0.257f );0,464;0,524;0;0,06;0,06;0,0246268;ON_THE_FLOOR;RAISED_DOWN;RESTING_DOWN;MAX_REACHED;0;0;0;0;0;0,1107444;0,1107444;1,575968;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,3625587;False;0,5375
530;41,923488;CWIP;Estacionario;0,6266196;0,2329512;0,5375;1,020833;0,4637739;0,5375;0,3159459;0,5375;0,04345795;0,080852;( 0.244f, -0.216f );( 0.337f, 1.433f, -0.259f );0,465;0,476;0;0,01100001;0,01100001;0,0152869;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;1;0;1;0,1860885;0,1107444;0;0,07534985;1,552366;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,3166766;False;0
531;42,007237;CWIP;Estacionario;0,5438706;0,2313226;0,5375;1,020833;0,614267;0,5375;0,3758001;0,5375;0,04345795;0,080852;( 0.249f, -0.224f );( 0.343f, 1.433f, -0.264f );0,467;0,436;0,03100002;0;0,03100002;0,0330397;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;1;0;1;0,01077095;0,1107444;0;0,01077095;1,541462;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,2759207;False;0
532;42,041136;CWIP;WIP;0,2178899;0,121286;0,6694444;1,020833;0,7241034;0,6694444;0,45513;0,6694444;0,05412592;0,080852;( 0.252f, -0.229f );( 0.348f, 1.432f, -0.269f );0,469;0,418;0,051;0;0,051;0,02765509;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;1;0;1;0,01077095;0;0,0950567;0,009432514;1,539163;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,189937;False;0,6694444
533;42,126621;CWIP;WIP;0,2087634;0,07719406;0,6694444;1,020833;0,8042668;0,6694444;0,5130283;0,6694444;0,07232074;0,108031;( 0.256f, -0.235f );( 0.354f, 1.430f, -0.280f );0,472;0,403;0,06900001;0;0,06900001;0,02833595;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;1;0;1;0,01077095;0;0,1572189;0,1572189;1,537368;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,1423364;False;0,6694444
534;42,172781;CWIP;WIP;0,2758353;0,06970451;0,6694444;1,020833;0,8627736;0,6694444;0,5552851;0,6694444;0,05349262;0,079906;( 0.258f, -0.239f );( 0.356f, 1.429f, -0.289f );0,473;0,39;0,083;0;0,083;0,03145903;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;1;0;1;0,01077095;0;0,09338322;0,09338322;1,534644;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,1302055;False;0,6694444
536;42,323277;CWIP;WIP;0,1663615;0,05059324;0,6694444;1,020833;0,9366393;0,6694444;0,6086349;0,6694444;0,05577275;0,083312;( 0.260f, -0.249f );( 0.354f, 1.428f, -0.315f );0,477;0,368;0,109;0;0,109;0,04092069;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;1;0;1;0,01077095;0;0,0888999;0,0888999;1,529658;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,1000048;False;0,6694444
537;42,406692;CWIP;WIP;0,2031368;0,04890133;0,4542274;0,1557377;0,7256739;0,4542274;0,5669208;0,4542274;0,05114827;0,112605;( 0.260f, -0.254f );( 0.349f, 1.426f, -0.326f );0,479;0,371;0,108;0;0,108;0,04309186;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,16869;0,16869;1,524758;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,09332264;False;0,4542274
538;42,458248;CWIP;WIP;0,2517943;0,05524561;0,4542274;0,1557377;0,5717021;0,4542274;0,536476;0,4542274;0,03418379;0,075257;( 0.258f, -0.258f );( 0.341f, 1.424f, -0.335f );0,48;0,376;0,104;0;0,104;0,0434597;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,05878991;0,05878991;1,518029;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,0993571;False;0,4542274
539;42,542035;CWIP;WIP;0,2519511;0,05773461;0,4542274;0,1557377;0,4593267;0,4542274;0,514256;0,4542274;0,04570663;0,100625;( 0.256f, -0.262f );( 0.333f, 1.422f, -0.342f );0,481;0,379;0,102;0;0,102;0,04326129;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1040593;0,1040593;1,512861;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,1026024;False;0,4542274
540;42,624406;CWIP;WIP;0,2150525;0,05339239;0,4542274;0,1557377;0,3773103;0,4542274;0,4980389;0,4542274;0,0451561;0,099413;( 0.253f, -0.264f );( 0.324f, 1.420f, -0.345f );0,482;0,383;0,09900001;0;0,09900001;0,04256409;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1041259;0,1041259;1,508115;0,8;0;0,05;0,035;0,45;4;20170201T124910;8;03_Sc_CWIP_Passthrough;0,09705572;False;0,4542274
541;42,688587;CWIP;WIP;0,1902161;0,0481302;0,4542274;0,1557377;0,3174511;0,4542274;0,4862029;0,4542274;0,0362101;0,079718;( 0.250f, -0.266f );( 0.317f, 1.420f, -0.345f );0,483;0,388;0,095;0;0,095;0,04140402;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,05952143;0,05952143;1,507101;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,08920412;False;0,4542274
542;42,794579;CWIP;WIP;0,07238524;0,02912802;0,4542274;0,1557377;0,2737632;0,4542274;0,4775645;0,4542274;0,05621745;0,123765;( 0.248f, -0.266f );( 0.312f, 1.420f, -0.342f );0,484;0,396;0,088;0;0,088;0,03940588;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1227939;0,1227939;1,505795;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,06178886;False;0,4542274
543;42,856631;CWIP;WIP;0,07292577;0,02181838;0,4542274;0,1557377;0,2418779;0,4542274;0,4712598;0,4542274;0,04010873;0,088301;( 0.246f, -0.266f );( 0.308f, 1.421f, -0.337f );0,485;0,401;0,08400002;0;0,08400002;0,03755284;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,06643774;0,06643774;1,505257;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,0472921;False;0,4542274
544;42,926149;CWIP;WIP;0,05740955;0,01674377;0,4542274;0,1557377;0,2186066;0,4542274;0,4666584;0,4542274;0,04369985;0,096207;( 0.245f, -0.265f );( 0.307f, 1.423f, -0.330f );0,485;0,404;0,081;0;0,081;0,03597427;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,07355758;0,07355758;1,506953;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03651072;False;0,4542274
545;43,023133;CWIP;WIP;0,08328228;0,01849414;0,4542274;0,1557377;0,2016222;0,4542274;0,4633001;0,4542274;0,05486022;0,120777;( 0.244f, -0.263f );( 0.308f, 1.426f, -0.322f );0,485;0,418;0,067;0;0,067;0,032373;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1220002;0,1220002;1,508175;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03586916;False;0,4542274
546;43,043263;CWIP;WIP;0,09139375;0,0203419;0,4542274;0,1557377;0,1892262;0,4542274;0,460849;0,4542274;0,02098212;0,046193;( 0.243f, -0.262f );( 0.310f, 1.428f, -0.315f );0,485;0,418;0,067;0;0,067;0,0304547;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,02098036;0,02098036;1,515362;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03712677;False;0,4542274
547;43,130665;CWIP;WIP;0,05005191;0,01511097;0,4542274;0,1557377;0,1801791;0,4542274;0,4590601;0,4542274;0,04601505;0,101304;( 0.243f, -0.261f );( 0.313f, 1.430f, -0.306f );0,484;0,417;0,067;0;0,067;0,02943288;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1034836;0,1034836;1,520817;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,02964522;False;0,4542274
548;43,190896;CWIP;WIP;0,07410167;0,01653823;0,4542274;0,1557377;0,1735761;0,4542274;0,4577546;0,4542274;0,036087;0,079447;( 0.243f, -0.259f );( 0.316f, 1.431f, -0.298f );0,484;0,425;0,05899999;0;0,05899999;0,0273112;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,05848282;0,05848282;1,526157;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03040194;False;0,4542274
549;43,296984;CWIP;WIP;0,06914687;0,01638008;0,4542274;0,1557377;0,168757;0,4542274;0,4568017;0,4542274;0,05987943;0,131827;( 0.243f, -0.257f );( 0.319f, 1.430f, -0.291f );0,483;0,427;0,05600002;0;0,05600002;0,02558954;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1330794;0,1330794;1,52618;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,02982808;False;0,4542274
550;43,358667;CWIP;WIP;0,1187796;0,02346098;0,4542274;0,1557377;0,1652398;0,4542274;0,4561062;0,4542274;0,04069922;0,089601;( 0.242f, -0.254f );( 0.321f, 1.428f, -0.286f );0,481;0,431;0,05000001;0;0,05000001;0,02348942;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,06785063;0,06785063;1,53032;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03930858;False;0,4542274
551;43,428648;CWIP;WIP;0,08057628;0,02071616;0,4542274;0,1557377;0,1626727;0,4542274;0,4555986;0,4542274;0,04358902;0,095963;( 0.241f, -0.252f );( 0.322f, 1.424f, -0.284f );0,48;0,435;0,04499999;0;0,04499999;0,02138489;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,07243835;0,07243835;1,536955;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03682595;False;0,4542274
552;43,462561;CWIP;WIP;0,07791194;0,01926566;0,4542274;0,1557377;0,1607992;0,4542274;0,4552281;0,4542274;0,02758114;0,060721;( 0.240f, -0.250f );( 0.321f, 1.421f, -0.282f );0,479;0,431;0,04800001;0;0,04800001;0,02085538;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,02758092;0,02758092;1,530968;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,03497819;False;0,4542274
553;43,546031;CWIP;WIP;0,1361964;0,02708915;0,4542274;0,1557377;0,1594318;0,4542274;0,4549578;0,4542274;0,05058775;0,111371;( 0.239f, -0.248f );( 0.319f, 1.417f, -0.282f );0,478;0,427;0,051;0;0,051;0,02116484;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1208386;0,1208386;1,52601;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,04548599;False;0,4542274
554;43,631212;CWIP;WIP;0,2942382;0,05287362;0,4542274;0,1557377;0,1584338;0,4542274;0,4547605;0,4542274;0,04565712;0,100516;( 0.236f, -0.244f );( 0.313f, 1.412f, -0.283f );0,477;0,421;0,05599999;0;0,05599999;0,02231554;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1044073;0,1044073;1,518862;0,8;0;0,05;0,035;0,45;4;20170201T124911;8;03_Sc_CWIP_Passthrough;0,0822446;False;0,4542274
555;43,693613;CWIP;WIP;0,234156;0,05425167;0,4542274;0,1557377;0,1577055;0,4542274;0,4546164;0,4542274;0,03566775;0,078524;( 0.230f, -0.242f );( 0.306f, 1.408f, -0.284f );0,476;0,425;0,051;0;0,051;0,02194262;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,05753271;0,05753271;1,513023;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,08997836;False;0,4542274
556;43,746829;CWIP;WIP;0,1209594;0,0384979;0,4542274;0,1557377;0,1571739;0,4542274;0,4545113;0,4542274;0,03605293;0,079372;( 0.227f, -0.240f );( 0.301f, 1.405f, -0.284f );0,476;0,427;0,04900002;0;0,04900002;0,02134965;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,05703777;0,05703777;1,507582;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,07177874;False;0,4542274
557;43,830708;CWIP;WIP;0,1686461;0,03923568;0,4542274;0,1557377;0,1567859;0,4542274;0,4544346;0,4542274;0,05121731;0,112757;( 0.222f, -0.239f );( 0.293f, 1.402f, -0.285f );0,475;0,425;0,04999998;0;0,04999998;0,02123095;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1141368;0,1141368;1,501146;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,07148679;False;0,4542274
558;43,883302;CWIP;WIP;0,2167093;0,04643902;0,4542274;0,1557377;0,1565027;0,4542274;0,4543786;0,4542274;0,03706495;0,0816;( 0.218f, -0.238f );( 0.285f, 1.400f, -0.285f );0,476;0,421;0,05500001;0;0,05500001;0,02215358;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,06410834;0,06410834;1,497546;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,08080797;False;0,4542274
559;43,978564;CWIP;WIP;0,1473185;0,03925379;0,4542274;0,1557377;0,1562961;0,4542274;0,4543377;0,4542274;0,051399;0,113157;( 0.214f, -0.238f );( 0.279f, 1.400f, -0.284f );0,476;0,418;0,058;0;0,058;0,02323656;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,1121905;0,1121905;1,494746;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,07209121;False;0,4542274
560;44,048522;CWIP;WIP;0,1311767;0,03413753;0,4542274;0,1557377;0,1561452;0,4542274;0,4543079;0,4542274;0,04383476;0,096504;( 0.212f, -0.236f );( 0.274f, 1.401f, -0.283f );0,477;0,416;0,06099999;0;0,06099999;0,02440494;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,07380928;0,07380928;1,495357;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,06426532;False;0,4542274
561;44,116515;CWIP;WIP;0,07128515;0,02352982;0,4542274;0,1557377;0,1560351;0,4542274;0,4542862;0,4542274;0,04022683;0,088561;( 0.211f, -0.234f );( 0.271f, 1.402f, -0.281f );0,477;0,415;0,06200001;0;0,06200001;0,02522448;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0,01077095;0;0,06479681;0,06479681;1,498731;0,8;0;0,05;0,035;0,45;4;20170201T124912;8;03_Sc_CWIP_Passthrough;0,04828776;False;0,4542274
