Registo;Tempo Absoluto (Segundos);Tempo;FPS;Delta;Estado;Player Position (Real);Camera Position (Real);Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos)
27;2,458865;20170227T182155;60,58755;0;Estacionario;(-0.012,1.650,0.007);(0.011,1.822,-0.016);0,02900794;0,3240104;0;0,8;0;1
28;2,559157;20170227T182156;60,47503;0;Estacionario;(-0.016,1.650,0.008);(0.004,1.817,0.013);0,01545172;0,3240104;0;0,8;0;1
29;2,610201;20170227T182156;60,42719;0;Estacionario;(-0.016,1.650,0.008);(0.004,1.817,0.013);0,01883282;0,3240104;0;0,8;0;1
30;2,659783;20170227T182156;60,38419;0;Estacionario;(-0.015,1.650,0.006);(0.011,1.821,0.008);0,0218167;0,3240104;0;0,8;0;1
31;2,760656;20170227T182156;60,31082;0;Estacionario;(-0.013,1.650,0.005);(0.011,1.827,-0.002);0,01162114;0;0;0,8;0;1
32;2,811449;20170227T182156;60,27959;0;Estacionario;(-0.013,1.650,0.005);(0.008,1.828,0.000);0,01351138;0,45;0;0,8;0;1
33;2,860756;20170227T182156;60,25152;0;Estacionario;(-0.012,1.650,0.004);(0.002,1.826,0.012);0,007197131;0,45;0;0,8;0;1
34;2,961451;20170227T182156;60,20357;0;Estacionario;(-0.012,1.650,0.004);(-0.002,1.826,0.021);0,01523869;0,2649999;0;0,8;0;1
35;3,078752;20170227T182156;60,16478;0;Estacionario;(-0.012,1.650,0.002);(-0.008,1.822,0.030);0,03448609;0,2649999;0;0,8;0;1
36;3,179271;20170227T182156;60,1334;0;Estacionario;(-0.012,1.650,-0.004);(-0.008,1.817,0.033);0,01836977;0,2649999;0;0,8;0;1
37;3,279379;20170227T182156;60,108;0;Estacionario;(-0.012,1.650,-0.004);(-0.008,1.817,0.033);0,0500311;0,2649999;0;0,8;0;1
38;3,363367;20170227T182156;60,08745;0;Estacionario;(-0.007,1.650,-0.010);(0.001,1.839,0.000);0,0342265;0,2649999;0;0,8;0;1
39;3,480374;20170227T182156;60,06373;0;Estacionario;(-0.006,1.650,-0.010);(0.002,1.842,-0.007);0,03217398;0,2649999;0;0,8;0;1
40;3,547469;20170227T182157;60,05161;0;Estacionario;(-0.006,1.650,-0.007);(-0.002,1.842,-0.010);0,01713818;0,2649999;0;0,8;0;1
41;3,649202;20170227T182157;60,03761;0;Estacionario;(-0.006,1.650,-0.007);(-0.003,1.841,-0.008);0,05465578;0,2649999;0;0,8;0;1
42;3,765215;20170227T182157;60,02741;0;Estacionario;(-0.006,1.650,-0.002);(-0.004,1.835,0.004);0,0291136;0,2649999;0;0,8;0;1
43;3,83595;20170227T182157;60,02219;0;Estacionario;(-0.006,1.650,-0.002);(-0.004,1.835,0.004);0,03645464;0,2649999;0;0,8;0;1
44;3,882773;20170227T182157;60,01997;0;Estacionario;(-0.004,1.650,0.000);(-0.003,1.827,0.021);0,02478436;0,2649999;0;0,8;0;1
45;3,949346;20170227T182157;60,01617;0;Estacionario;(-0.004,1.650,0.001);(0.000,1.831,0.014);0,01320193;0,2649999;0;0,8;0;1
46;4,049868;20170227T182157;60,0118;0;Estacionario;(-0.004,1.650,0.001);(0.002,1.832,0.009);0,01478282;0,2649999;0;0,8;0;1
47;4,167825;20170227T182157;60,00859;0;Estacionario;(-0.004,1.650,0.002);(0.005,1.834,0.003);0,01332269;0,45;0;0,8;0;1
48;4,368301;20170227T182157;60,00456;0;Estacionario;(-0.005,1.650,0.002);(0.004,1.831,0.011);0,04271807;1,224033;0;0,8;0;1
49;4,469566;20170227T182157;60,00333;0;Estacionario;(-0.009,1.650,0.003);(0.002,1.807,0.024);0,04690232;1,224033;0;0,8;0;1
50;4,587288;20170227T182158;60,00243;0;Estacionario;(-0.006,1.650,0.003);(0.003,1.806,0.025);0,04740602;0,558011;0;0,8;0;1
51;4,67116;20170227T182158;60,00177;0;Estacionario;(-0.003,1.650,0.001);(0.003,1.810,0.028);0,02525186;0,5940146;0;0,8;0;1
52;4,754526;20170227T182158;60,00129;0;Estacionario;(-0.003,1.650,0.001);(0.003,1.810,0.028);0,07978706;0,5940146;0;0,8;0;1
53;4,841332;20170227T182158;60,00085;0;Estacionario;(0.001,1.650,-0.004);(0.002,1.815,0.030);0,0816352;0,5940146;0;0,8;0;1
54;4,871288;20170227T182158;60,00076;0;Estacionario;(-0.001,1.650,-0.004);(0.005,1.817,0.023);0,0579692;0,5940146;0;0,8;0;1
55;4,957928;20170227T182158;60,00051;0;Estacionario;(-0.002,1.650,-0.003);(0.007,1.817,0.022);0,03852834;0,5940146;0;0,8;0;1
56;5,056256;20170227T182158;60,00032;0;Estacionario;(-0.003,1.650,-0.003);(0.008,1.816,0.022);0,03649971;0,5940146;0;0,8;0;1
57;5,09143;20170227T182158;60,00029;0;Estacionario;(-0.005,1.650,-0.002);(0.009,1.816,0.018);0,03908156;0,5940146;0;0,8;0;1
58;5,18979;20170227T182158;60,00019;0;Estacionario;(-0.007,1.650,-0.001);(0.012,1.820,0.014);0,03875589;0,5940146;0;0,8;0;1
59;5,256807;20170227T182158;60,00014;0;Estacionario;(-0.009,1.650,0.000);(0.012,1.822,0.012);0,03051297;0,5940146;0;0,8;0;1
60;5,289555;20170227T182158;60,00013;0;Estacionario;(-0.010,1.650,0.001);(0.010,1.821,0.015);0,03417555;0,5940146;0;0,8;0;1
61;5,357002;20170227T182158;60,00008;0;Estacionario;(-0.011,1.650,0.003);(0.007,1.819,0.020);0,04219821;0,5940146;0;0,8;0;1
62;5,47581;20170227T182158;60,00004;0;Estacionario;(-0.012,1.650,0.003);(0.008,1.821,0.014);0,02247781;0,5940146;0;0,8;0;1
63;5,507453;20170227T182159;60,00004;0;Estacionario;(-0.012,1.650,0.003);(0.008,1.822,0.011);0,027357;0,5940146;0;0,8;0;1
64;5,574384;20170227T182159;60,00002;0;Estacionario;(-0.011,1.650,0.003);(0.003,1.815,0.025);0,08350065;0,5940146;0;0,8;0;1
65;5,659431;20170227T182159;60,00002;0;Estacionario;(-0.009,1.650,0.000);(-0.001,1.809,0.029);0,06660131;0,5940146;0;0,8;0;1
66;5,779784;20170227T182159;60,00002;0;Estacionario;(-0.009,1.650,-0.001);(-0.008,1.803,0.036);0,04330471;0,5940146;0;0,8;0;1
67;5,809043;20170227T182159;60,00002;0;Estacionario;(-0.009,1.650,-0.002);(-0.011,1.806,0.037);0,0230672;0,5940146;0;0,8;0;1
68;5,897084;20170227T182159;60,00002;0;Estacionario;(-0.009,1.650,-0.002);(-0.011,1.806,0.038);0,01228725;0,5940146;0;0,8;0;1
69;5,976771;20170227T182159;60,00002;0;Estacionario;(-0.009,1.650,-0.002);(-0.009,1.806,0.038);0,01595145;0,5940146;0;0,8;0;1
70;6,014243;20170227T182159;60,00002;0;Estacionario;(-0.010,1.650,-0.002);(-0.005,1.813,0.030);0,02011783;0,5940146;0;0,8;0;1
71;6,094103;20170227T182159;60,00002;0;Estacionario;(-0.011,1.650,-0.001);(-0.004,1.817,0.025);0,0107162;0,5940146;0;0,8;0;1
72;6,127339;20170227T182159;60,00002;0;Estacionario;(-0.011,1.650,-0.001);(-0.003,1.822,0.018);0,03482285;0,5940146;0;0,8;0;1
73;6,194314;20170227T182159;60,00002;0;Estacionario;(-0.008,1.650,0.000);(-0.002,1.824,0.018);0,03458926;0,5940146;0;0,8;0;1
74;6,294734;20170227T182159;60,00002;0;Estacionario;(-0.006,1.650,0.000);(-0.003,1.827,0.014);0,03526999;0,5940146;0;0,8;0;1
75;6,379845;20170227T182159;60,00002;0;Estacionario;(-0.005,1.650,-0.001);(-0.006,1.830,0.006);0,02801237;0,5940146;0;0,8;0;1
76;6,411941;20170227T182159;60,00002;0;Estacionario;(-0.005,1.650,-0.002);(-0.002,1.842,-0.011);0,02743051;0,5940146;0;0,8;0;1
77;6,513745;20170227T182200;60,00002;0;Estacionario;(-0.005,1.650,-0.003);(0.000,1.847,-0.019);0,01461146;0,5940146;0;0,8;0;1
78;6,596546;20170227T182200;60,00002;0;Estacionario;(-0.005,1.650,-0.003);(-0.001,1.846,-0.021);0,007783118;0,5940146;0;0,8;0;1
79;6,69698;20170227T182200;60,00002;0;Estacionario;(-0.005,1.650,-0.003);(0.002,1.840,-0.012);0,004145849;0,5940146;0;0,8;0;1
80;6,815112;20170227T182200;60,00002;0;Estacionario;(-0.005,1.650,-0.003);(0.002,1.840,-0.012);0,06293391;0,5940146;0;0,8;0;1
81;6,91519;20170227T182200;60,00002;0;Estacionario;(-0.010,1.650,0.002);(-0.008,1.841,0.001);0,04480347;0,5940146;0;0,8;0;1
82;6,998987;20170227T182200;60,00002;0;Estacionario;(-0.011,1.650,0.003);(-0.006,1.839,0.006);0,031774;0,5940146;0;0,8;0;1
83;7,033614;20170227T182200;60,00002;0;Estacionario;(-0.012,1.650,0.003);(-0.003,1.836,0.009);0,01692512;0,5940146;0;0,8;0;1
