Registo;Tempo Absoluto (Segundos);Tempo;FPS;Delta;Estado;Player Position (Real);Camera Position (Real);Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos)
190;14,798494;20170227T180924;60,00002;0;Estacionario;(-0.001,1.650,-0.016);(0.001,1.121,0.007);0,02708959;0,3857701;0;0,8;0;1
191;14,830366;20170227T180924;60,00002;0;Estacionario;(0.000,1.650,-0.015);(0.001,1.122,0.007);0,02852488;0,3857701;0;0,8;0;1
192;14,897597;20170227T180924;60,00002;0;Estacionario;(0.000,1.650,-0.014);(0.000,1.123,0.008);0,03466022;0,3857701;0;0,8;0;1
193;15,015151;20170227T180924;60,00002;0;Estacionario;(0.000,1.650,-0.013);(0.000,1.124,0.008);0,4071151;0,3857701;0;0,8;0;1
194;15,102864;20170227T180924;60,00002;0;Estacionario;(0.002,1.650,-0.058);(-0.040,1.013,-0.049);0,260389;0,45;0;0,8;0;1
195;15,131788;20170227T180924;60,00002;0;Estacionario;(0.001,1.650,-0.052);(-0.036,1.028,-0.041);0,2234586;0,45;0;0,8;0;1
196;15,221083;20170227T180924;60,00002;0;Estacionario;(0.001,1.650,-0.046);(-0.032,1.043,-0.032);0,1779223;0,45;0;0,8;0;1
197;15,299247;20170227T180924;60,00002;0;Estacionario;(0.000,1.650,-0.039);(-0.027,1.060,-0.022);0,2432629;0,45;0;0,8;0;1
198;15,349578;20170227T180924;60,00002;0;Estacionario;(0.000,1.650,-0.032);(-0.022,1.078,-0.013);0,1806612;0,45;0;0,8;0;1
199;15,435073;20170227T180925;60,00002;0;Estacionario;(-0.001,1.650,-0.026);(-0.017,1.094,-0.004);0,1493602;0,45;0;0,8;0;1
200;15,634953;20170227T180925;60,00002;0;Estacionario;(-0.001,1.650,-0.020);(-0.013,1.109,0.004);0,223839;0,3048872;0;0,8;0;1
201;15,751832;20170227T180925;60,00002;0;Estacionario;(-0.001,1.650,-0.010);(-0.006,1.135,0.014);0,1192328;0,3048872;0;0,8;0;1
203;15,92082;20170227T180925;60,00002;0;Estacionario;(-0.002,1.650,-0.008);(-0.005,1.141,0.015);0,04269483;0,3048872;0;0,8;0;1
204;15,95541;20170227T180925;60,00002;0;Estacionario;(-0.002,1.650,-0.008);(-0.005,1.141,0.015);0,03163065;0,3048872;0;0,8;0;1
205;16,037149;20170227T180925;60,00002;0;Estacionario;(-0.002,1.650,-0.009);(-0.005,1.140,0.013);0,0248193;0,3048872;0;0,8;0;1
206;16,137861;20170227T180925;60,00002;0;Estacionario;(-0.002,1.650,-0.010);(-0.006,1.138,0.011);0,02150636;0,3048872;0;0,8;0;1
207;16,170691;20170227T180925;60,00002;0;Estacionario;(-0.002,1.650,-0.011);(-0.007,1.135,0.009);0,3378701;0,3048872;0;0,8;0;1
208;16,255382;20170227T180925;60,00002;0;Direct;(-0.002,1.650,-0.048);(-0.036,1.059,-0.040);0,8036295;0;0;0,8;0;1
209;16,355939;20170227T180925;60,00002;0;Direct;(0.001,1.650,-0.088);(-0.067,0.964,-0.094);0,8829073;0;0;0,8;0;1
210;16,422526;20170227T180926;60,00002;0;Direct;(0.009,1.650,-0.113);(-0.090,0.880,-0.128);1,110264;0;0;0,8;0;1
211;16,540363;20170227T180926;60,00002;0;Direct;(0.007,1.650,-0.096);(-0.075,0.923,-0.105);1,015937;0;0;0,8;0;1
212;16,573042;20170227T180926;60,00002;0;Direct;(0.006,1.650,-0.080);(-0.061,0.961,-0.085);0,9419239;0;0;0,8;0;1
213;16,656958;20170227T180926;60,00002;0;Direct;(0.004,1.650,-0.064);(-0.048,1.002,-0.063);0,8748625;0;0;0,8;0;1
214;16,741139;20170227T180926;60,00002;0;Estacionario;(0.003,1.650,-0.048);(-0.034,1.042,-0.042);0,5701073;0,4016291;0;0,8;0;1
215;16,774055;20170227T180926;60,00002;0;Estacionario;(0.001,1.650,-0.034);(-0.023,1.078,-0.023);0,389993;0,4016291;0;0,8;0;1
